Ticker,Name of Securities,Category,Sub-Category,Board Lot,Par Value,ISIN
17342,UBCNOOC@EC2012A,Derivative Warrants,,"10,000",,CH0515826235
17343,MS-CGSH@EC2101A,Derivative Warrants,,"10,000",,
17345,VT-SUNY@EC2101A,Derivative Warrants,,"5,000",,CH0553402675
17348,BIJDCOM@EC2012A,Derivative Warrants,,"5,000",,HK0000631330
17350,BIJDCOM@EC2101A,Derivative Warrants,,"5,000",,HK0000631348
17351,MBALIBA@EC2102A,Derivative Warrants,,"10,000",,
17356,MBALIBA@EC2102B,Derivative Warrants,,"5,000",,
17357,MBMTUAN@EC2103A,Derivative Warrants,,"5,000",,
17359,MBXIAMI@EC2103F,Derivative Warrants,,"1,000",,
17363,MBJDCOM@EP2102A,Derivative Warrants,,"5,000",,
17366,BI-CMOB@EC2011B,Derivative Warrants,,"5,000",,HK0000631355
17369,BIGEELY@EC2101C,Derivative Warrants,,"10,000",,HK0000631363
17372,UBGEELY@EC2101B,Derivative Warrants,,"10,000",,CH0558294333
17373,UBPINAN@EC2101A,Derivative Warrants,,"5,000",,CH0558294366
17376,UBALIBA@EC2101D,Derivative Warrants,,"5,000",,CH0558287725
17377,UBTENCT@EP2101C,Derivative Warrants,,"10,000",,CH0558294358
17378,UBMTUAN@EP2101C,Derivative Warrants,,"10,000",,CH0558294390
17380,UB-HSI @EC2106A,Derivative Warrants,,"10,000",,CH0558289416
17381,UBPINAN@EC2012C,Derivative Warrants,,"5,000",,CH0558287741
17383,UB-HKEX@EP2012D,Derivative Warrants,,"10,000",,CH0558294341
17384,JPCSA50@EC2011A,Derivative Warrants,,"2,000",,NL0013055981
17385,UBJDCOM@EC2101A,Derivative Warrants,,"5,000",,CH0558294267
17394,UBJDCOM@EP2101A,Derivative Warrants,,"5,000",,CH0558287675
17412,UBJDCOM@EP2101B,Derivative Warrants,,"5,000",,CH0558287709
17413,UBJDCOM@EC2012A,Derivative Warrants,,"5,000",,CH0558294309
17416,VT-COVS@EC2011A,Derivative Warrants,,"5,000",,CH0510628941
17419,UBJDCOM@EC2012B,Derivative Warrants,,"2,500",,CH0558287634
17422,UBJDCOM@EC2012C,Derivative Warrants,,"2,500",,CH0558287659
17424,GSCSA50@EC2011A,Derivative Warrants,,"2,000",,
17426,JP-BYD @EP2108B,Derivative Warrants,,"5,000",,NL0015114307
17435,MB-GZPC@EC2106A,Derivative Warrants,,"100,000",,
17439,JPGEELY@EC2101C,Derivative Warrants,,"1,000",,NL0015114315
17440,JP-BYD @EC2102A,Derivative Warrants,,"2,500",,NL0015114323
17443,JPHUAHO@EC2109A,Derivative Warrants,,"5,000",,NL0015114331
17444,JPZIJIN@EC2112A,Derivative Warrants,,"1,000",,NL0015114349
17447,CSCITIC@EC2012A,Derivative Warrants,,"5,000",,CH0511509835
17451,JP-HUAP@EC2101A,Derivative Warrants,,"2,000",,NL0015114356
17453,JP-GWMC@EC2107A,Derivative Warrants,,"2,500",,NL0015114364
17455,JPTENCT@EC2101F,Derivative Warrants,,"10,000",,NL0015114372
17457,JPMTUAN@EC2101E,Derivative Warrants,,"5,000",,NL0015114380
17458,JPXIAMI@EC2101C,Derivative Warrants,,"1,000",,NL0015114398
17459,JPXIAMI@EP2101B,Derivative Warrants,,"2,000",,NL0015114406
17462,JPALIBA@EC2104B,Derivative Warrants,,"10,000",,NL0015114414
17465,JPJDCOM@EC2103B,Derivative Warrants,,"5,000",,NL0015114422
17467,JPJDCOM@EP2101A,Derivative Warrants,,"2,500",,NL0015114430
17468,JPJDCOM@EP2101B,Derivative Warrants,,"5,000",,NL0015114448
17470,JP-HKEX@EC2104A,Derivative Warrants,,"10,000",,NL0015114463
17471,JPCLIFE@EC2103A,Derivative Warrants,,"10,000",,NL0015114455
17474,BI-CTWR@EC2105C,Derivative Warrants,,"2,000",,HK0000631371
17475,BIALIHI@EC2012A,Derivative Warrants,,"20,000",,HK0000631389
17480,VTGEELY@EC2101A,Derivative Warrants,,"10,000",,CH0553403269
17486,HTJIANC@EC2104A,Derivative Warrants,,"5,000",,HK0000631397
17490,SGTENCT@EC2012B,Derivative Warrants,,"10,000",,
17495,HTCMOLY@EC2101A,Derivative Warrants,,"3,000",,HK0000631405
17498,HTALUCO@EC2102A,Derivative Warrants,,"2,000",,HK0000631413
17508,HT-CSPC@EC2101A,Derivative Warrants,,"10,000",,HK0000631421
17509,HT-CPIC@EC2101A,Derivative Warrants,,"2,000",,HK0000631439
17510,HTZIJIN@EC2101A,Derivative Warrants,,"2,000",,HK0000631447
17511,HTCSOFT@EC2105A,Derivative Warrants,,"10,000",,HK0000631454
17513,HTLENOV@EC2101A,Derivative Warrants,,"2,000",,HK0000631462
17515,HT-BRIC@EC2101A,Derivative Warrants,,"10,000",,HK0000631470
17516,HT-BYD @EC2104B,Derivative Warrants,,"25,000",,HK0000631488
17534,HT-WPC @EC2102A,Derivative Warrants,,"5,000",,HK0000631496
17537,HT-BOCL@EC2108A,Derivative Warrants,,"1,000",,HK0000631504
17538,HTCLIFE@EP2101A,Derivative Warrants,,"10,000",,HK0000631512
17539,HTJDCOM@EC2012A,Derivative Warrants,,"2,500",,HK0000631520
17540,HTJDCOM@EC2012B,Derivative Warrants,,"2,500",,HK0000631538
17541,HT-PSBC@EC2102A,Derivative Warrants,,"1,000",,HK0000631546
17544,SGGEELY@EC2101C,Derivative Warrants,,"10,000",,
17545,SGGEELY@EC2101D,Derivative Warrants,,"10,000",,
17546,SG-BYD @EC2101B,Derivative Warrants,,"25,000",,
17549,SG-CSPC@EC2104A,Derivative Warrants,,"20,000",,
17555,CSGEELY@EP2101C,Derivative Warrants,,"10,000",,CH0553330439
17561,CS-BYD @EP2101A,Derivative Warrants,,"2,500",,CH0553330447
17565,CSXIAMI@EP2101B,Derivative Warrants,,"2,000",,CH0553330454
17566,CSGFSEC@EC2101A,Derivative Warrants,,"1,000",,CH0553330462
17567,HT-YZCM@EC2010A,Derivative Warrants,,"20,000",,HK0000470598
17569,CS-CSPC@EC2104A,Derivative Warrants,,"2,000",,CH0553330470
17580,CS-CSPC@EP2104A,Derivative Warrants,,"2,000",,CH0553330488
17586,CSALUCO@EC2101A,Derivative Warrants,,"2,000",,CH0553330496
17587,CSZIJIN@EC2101A,Derivative Warrants,,"2,000",,CH0553330504
17588,CSYIHAI@EC2104A,Derivative Warrants,,"10,000",,CH0553330512
17590,CSJDCOM@EP2101A,Derivative Warrants,,"5,000",,CH0553330520
17591,CSALIBA@EC2012D,Derivative Warrants,,"5,000",,CH0553330538
17593,CS-BYD @EC2102A,Derivative Warrants,,"25,000",,CH0553330546
17595,MBGSBIO@EC2107A,Derivative Warrants,,"100,000",,
17596,CSCMOLY@EC2101A,Derivative Warrants,,"3,000",,CH0553330553
17598,CSXIAMI@EC2102B,Derivative Warrants,,"2,000",,CH0553330561
17600,BI-HSI @EP2012A,Derivative Warrants,,"10,000",,HK0000560091
17605,HSPINAN@EC2012B,Derivative Warrants,,"50,000",,HK0000498243
17606,HSPINAN@EC2103A,Derivative Warrants,,"50,000",,HK0000498250
17610,BP-CMOB@EC2011A,Derivative Warrants,,"5,000",,NL0014130718
17613,CSXIAMI@EC2101C,Derivative Warrants,,"1,000",,CH0553330579
17618,CSTBREW@EC2109A,Derivative Warrants,,"10,000",,CH0553330587
17619,SGJDCOM@EP2101A,Derivative Warrants,,"5,000",,
17621,GSALIBA@EP2101A,Derivative Warrants,,"10,000",,
17632,GSCLIFE@EC2012D,Derivative Warrants,,"10,000",,
17634,GS-SUNY@EC2103A,Derivative Warrants,,"10,000",,
17639,MS-NTES@EP2103A,Derivative Warrants,,"5,000",,
17641,MS-HKEX@EC2106A,Derivative Warrants,,"10,000",,
17643,MSJDCOM@EC2012F,Derivative Warrants,,"5,000",,
17646,GS-NTES@EP2101A,Derivative Warrants,,"5,000",,
17651,GSALIBA@EC2101A,Derivative Warrants,,"5,000",,
17652,JP-BOCL@EC2105A,Derivative Warrants,,"1,000",,NL0013998420
17653,GSALIBA@EC2101B,Derivative Warrants,,"10,000",,
17658,MSMTUAN@EC2101C,Derivative Warrants,,"5,000",,
17660,MS-NTES@EP2101B,Derivative Warrants,,"10,000",,
17662,MS-CLIT@EC2102A,Derivative Warrants,,"10,000",,
17664,BISANDS@EC2012A,Derivative Warrants,,"4,000",,HK0000631892
17671,MBGEELY@EC2102B,Derivative Warrants,,"10,000",,
17673,MBJIANC@EC2104A,Derivative Warrants,,"5,000",,
17674,MBTENCT@EC2102E,Derivative Warrants,,"5,000",,
17679,MBKINGB@EC2103A,Derivative Warrants,,"5,000",,
17682,BPMTUAN@EC2103B,Derivative Warrants,,"10,000",,NL0015437773
17684,BP-HKEX@EC2102C,Derivative Warrants,,"10,000",,NL0015437781
17686,BPALIBA@EC2104C,Derivative Warrants,,"10,000",,NL0015437799
17694,BPGEELY@EC2102A,Derivative Warrants,,"10,000",,NL0015437807
17695,UBCLIFE@EP2104A,Derivative Warrants,,"10,000",,CH0560141563
17697,CSHUAHO@EC2107A,Derivative Warrants,,"5,000",,CH0553330728
17700,CS-GWMC@EC2102A,Derivative Warrants,,"2,500",,CH0553330736
17703,CSSANDS@EP2012A,Derivative Warrants,,"4,000",,CH0553330744
17705,MSMTUAN@EP2012A,Derivative Warrants,,"10,000",,
17706,CS-SJM @EC2101B,Derivative Warrants,,"5,000",,CH0553330751
17707,CSPINAN@EC2012E,Derivative Warrants,,"5,000",,CH0553330769
17713,CSGEELY@EC2101C,Derivative Warrants,,"10,000",,CH0553330777
17714,JP-KECL@EC2110A,Derivative Warrants,,"1,000",,NL0015114604
17717,JP-CGSH@EC2101A,Derivative Warrants,,"1,000",,NL0015114620
17718,JPBOCOM@EC2101A,Derivative Warrants,,"1,000",,NL0015114638
17720,JP-HSBC@EC2101B,Derivative Warrants,,"4,000",,NL0015114646
17722,JPHEGAN@EC2012A,Derivative Warrants,,"5,000",,NL0015114612
17727,HTJDCOM@EP2101A,Derivative Warrants,,"5,000",,HK0000631900
17732,HT-NCI @EC2101A,Derivative Warrants,,"1,000",,HK0000631918
17735,HT-MPSC@EC2101B,Derivative Warrants,,"10,000",,HK0000631926
17736,HTMTUAN@EP2101B,Derivative Warrants,,"10,000",,HK0000631934
17737,HT-SJM @EC2101A,Derivative Warrants,,"5,000",,HK0000631942
17743,HTTBREW@EC2108A,Derivative Warrants,,"100,000",,HK0000631959
17746,HT-PICC@EC2105A,Derivative Warrants,,"10,000",,HK0000631967
17748,JPSPDRG@EC2012A,Derivative Warrants,,"2,500",,NL0013330004
17754,HT-NTES@EP2101A,Derivative Warrants,,"5,000",,HK0000631975
17758,HTSANDS@EC2012A,Derivative Warrants,,"4,000",,HK0000631983
17769,GS-CMOB@EC2011B,Derivative Warrants,,"5,000",,
17772,MB-CGS @EC2104A,Derivative Warrants,,"2,500",,
17775,GSMTUAN@EC2102A,Derivative Warrants,,"10,000",,
17781,GS-CTWR@EC2102B,Derivative Warrants,,"2,000",,
17782,MSCSA50@EC2103A,Derivative Warrants,,"1,000",,
17783,MSSANDS@EC2012A,Derivative Warrants,,"4,000",,
17792,JPPINAN@EC2103A,Derivative Warrants,,"50,000",,NL0013330210
17794,MSPINAN@EC2101A,Derivative Warrants,,"5,000",,
17795,GSALIBA@EP2012A,Derivative Warrants,,"10,000",,
17801,HSALIBA@EC2012A,Derivative Warrants,,"10,000",,HK0000560596
17803,GSTENCT@EC2012E,Derivative Warrants,,"10,000",,
17806,GSJDCOM@EC2012G,Derivative Warrants,,"5,000",,
17807,MBYIHAI@EC2112A,Derivative Warrants,,"100,000",,
17808,MBAVICN@EC2112A,Derivative Warrants,,"5,000",,
17820,MB-BYD @EC2106A,Derivative Warrants,,"25,000",,
17824,MB-CSPC@EC2106A,Derivative Warrants,,"20,000",,
17825,MBHUAHO@EC2108A,Derivative Warrants,,"50,000",,
17830,UB-NCI @EC2101A,Derivative Warrants,,"1,000",,CH0560137306
17835,UB-BOCL@EC2104A,Derivative Warrants,,"1,000",,CH0560137165
17843,MSGEELY@EC2101B,Derivative Warrants,,"10,000",,
17845,MSTENCT@EC2012A,Derivative Warrants,,"10,000",,
17846,BI-SMIC@EC2103A,Derivative Warrants,,"2,500",,HK0000632379
17848,BITENCT@EC2101D,Derivative Warrants,,"10,000",,HK0000632387
17850,BITENCT@EC2012E,Derivative Warrants,,"10,000",,HK0000632395
17859,BIPINAN@EP2107A,Derivative Warrants,,"25,000",,HK0000632403
17865,BIMTUAN@EC2103A,Derivative Warrants,,"10,000",,HK0000632411
17866,BIMTUAN@EP2012E,Derivative Warrants,,"10,000",,HK0000632429
17870,BPALIBA@EC2011A,Derivative Warrants,,"5,000",,NL0014130866
17873,HS-GEG @EC2101A,Derivative Warrants,,"10,000",,HK0000632437
17874,HS-CSPC@EC2107A,Derivative Warrants,,"20,000",,HK0000632445
17876,BPALIBA@EC2108A,Derivative Warrants,,"10,000",,NL0014130874
17878,BPALIBA@EC2101A,Derivative Warrants,,"5,000",,NL0014130882
17881,BPALIBA@EC2103A,Derivative Warrants,,"5,000",,NL0014130890
17887,HSSANDS@EC2102A,Derivative Warrants,,"4,000",,HK0000632452
17892,CSPINAN@EC2102B,Derivative Warrants,,"25,000",,CH0467497472
17893,HS-BYD @EC2102A,Derivative Warrants,,"25,000",,HK0000632460
17894,HSXIAMI@EC2103A,Derivative Warrants,,"2,000",,HK0000632478
17896,CSPINAN@EC2103A,Derivative Warrants,,"50,000",,CH0467497480
17898,JP-KLTH@EC2104A,Derivative Warrants,,"2,500",,NL0015114737
17901,JP-SZIG@EC2101A,Derivative Warrants,,"5,000",,NL0015114745
17902,JP-CTWR@EC2102A,Derivative Warrants,,"2,000",,NL0015114778
17905,JPTENCT@EC2209A,Derivative Warrants,,"50,000",,NL0015114752
17906,JPALIBA@EP2010A,Derivative Warrants,,"10,000",,NL0013998628
17908,HT-KLTH@EC2107A,Derivative Warrants,,"25,000",,HK0000632486
17910,HTYIHAI@EC2101A,Derivative Warrants,,"5,000",,HK0000632494
17911,HTNAGAC@EC2012A,Derivative Warrants,,"10,000",,HK0000632502
17912,HT-MGMC@EC2101A,Derivative Warrants,,"2,000",,HK0000632510
17913,HT-WYNN@EC2101A,Derivative Warrants,,"4,000",,HK0000632528
17916,HTZCRRC@EC2101A,Derivative Warrants,,"1,000",,HK0000632536
17917,HTSDGLD@EC2102A,Derivative Warrants,,"2,500",,HK0000632544
17918,HTCCCCL@EC2101A,Derivative Warrants,,"1,000",,HK0000632551
17920,HTYUHUA@EC2010A,Derivative Warrants,,"1,000",,HK0000632569
17924,GJGEELY@EC2101A,Derivative Warrants,,"10,000",,HK0000632577
17925,BICSA50@EC2011A,Derivative Warrants,,"2,000",,HK0000471232
17926,BIFTA50@EC2011A,Derivative Warrants,,"1,000",,HK0000471240
17928,GJJDCOM@EC2101A,Derivative Warrants,,"5,000",,HK0000632585
17929,GJJDCOM@EC2102A,Derivative Warrants,,"5,000",,HK0000632593
17935,GJ-NTES@EP2102A,Derivative Warrants,,"5,000",,HK0000632601
17936,GJTENCT@EC2101A,Derivative Warrants,,"10,000",,HK0000632619
17938,GJTENCT@EP2101A,Derivative Warrants,,"10,000",,HK0000632627
17943,GS-CCB @EC2010B,Derivative Warrants,,"1,000",,
17950,MB-SMIC@EC2105A,Derivative Warrants,,"25,000",,
17951,VT-BYD @EC2103A,Derivative Warrants,,"25,000",,CH0553409878
17970,VT-CMB @EC2101A,Derivative Warrants,,"5,000",,CH0553409886
17978,VT-HKEX@EC2102A,Derivative Warrants,,"10,000",,CH0553409852
17979,VT-CSPC@EC2104A,Derivative Warrants,,"20,000",,CH0553409860
17984,GSALIBA@EC2011A,Derivative Warrants,,"10,000",,
17985,CS-SMIC@EC2101C,Derivative Warrants,,"2,500",,CH0553330934
17986,CS-GAC @EC2104A,Derivative Warrants,,"10,000",,CH0553330942
17991,CS-SUNY@EC2102A,Derivative Warrants,,"10,000",,CH0553331015
17992,CSEVERG@EC2101A,Derivative Warrants,,"10,000",,CH0553330959
17993,CSAVICN@EC2110A,Derivative Warrants,,"5,000",,CH0553330967
17996,CS-HUAP@EC2101A,Derivative Warrants,,"2,000",,CH0553330975
18000,CSXINYI@EC2101A,Derivative Warrants,,"10,000",,CH0553330983
18002,CSZIJIN@EC2101B,Derivative Warrants,,"2,000",,CH0553330991
18006,CS-CEVB@EC2101A,Derivative Warrants,,"1,000",,CH0553331007
18014,CS-KLTH@EC2104B,Derivative Warrants,,"2,500",,CH0553331023
18018,CS-MPSC@EC2104A,Derivative Warrants,,"5,000",,CH0553331031
18021,MSALIBA@EC2101A,Derivative Warrants,,"10,000",,
18022,MSALIBA@EC2105A,Derivative Warrants,,"10,000",,
18029,MSALIBA@EC2110A,Derivative Warrants,,"10,000",,
18035,CSFOPHA@EC2101A,Derivative Warrants,,"5,000",,CH0553331049
18038,CS-JXR @EC2104B,Derivative Warrants,,"2,000",,CH0553331056
18041,CS-CUNI@EC2101A,Derivative Warrants,,"2,000",,CH0553331064
18045,CS-CKA @EC2101A,Derivative Warrants,,"5,000",,CH0553331072
18049,SG-SUNY@EC2104A,Derivative Warrants,,"10,000",,
18052,SG-AAC @EC2104B,Derivative Warrants,,"25,000",,
18054,MSALIBA@EC2101D,Derivative Warrants,,"10,000",,
18055,MSXIAMI@EC2101C,Derivative Warrants,,"1,000",,
18058,MSXIAMI@EP2101A,Derivative Warrants,,"2,000",,
18063,MSXIAMI@EC2103A,Derivative Warrants,,"2,000",,
18067,MS-HKEX@EC2101I,Derivative Warrants,,"10,000",,
18069,MS-BYD @EC2101A,Derivative Warrants,,"25,000",,
18073,MSGEELY@EC2101C,Derivative Warrants,,"10,000",,
18078,MSAMCS3@EC2101B,Derivative Warrants,,"2,000",,
18080,MS-NTES@EC2101D,Derivative Warrants,,"5,000",,
18084,MS-NTES@EC2104A,Derivative Warrants,,"10,000",,
18089,MSJDCOM@EC2101A,Derivative Warrants,,"5,000",,
18090,MSJDCOM@EC2101B,Derivative Warrants,,"5,000",,
18091,MSJDCOM@EP2101A,Derivative Warrants,,"5,000",,
18092,MSALIBA@EC2101E,Derivative Warrants,,"5,000",,
18093,EA-NTES@EP2102A,Derivative Warrants,,"5,000",,HK0000632890
18100,EAJDCOM@EP2102A,Derivative Warrants,,"5,000",,HK0000632908
18107,MSALIBA@EC2012C,Derivative Warrants,,"5,000",,
18111,HS-SMIC@EC2101A,Derivative Warrants,,"2,500",,HK0000632916
18117,HT-CSPC@EP2012A,Derivative Warrants,,"20,000",,HK0000471794
18118,HS-SMIC@EC2106B,Derivative Warrants,,"2,500",,HK0000632924
18122,MBCSOFT@EC2101A,Derivative Warrants,,"2,000",,
18123,HS-NTES@EC2104B,Derivative Warrants,,"10,000",,HK0000632932
18127,HS-NTES@EC2101A,Derivative Warrants,,"10,000",,HK0000632940
18128,HSTENCT@EC2209A,Derivative Warrants,,"50,000",,HK0000632957
18135,HSMTUAN@EC2101A,Derivative Warrants,,"10,000",,HK0000632965
18136,HSTENCT@EC2101B,Derivative Warrants,,"10,000",,HK0000632973
18144,HSALIBA@EC2101C,Derivative Warrants,,"10,000",,HK0000632981
18145,SG-SMIC@EC2303A,Derivative Warrants,,"5,000",,
18149,GSPINAN@EC2103A,Derivative Warrants,,"50,000",,
18151,SGMTUAN@EC2103A,Derivative Warrants,,"10,000",,
18153,MBCSOFT@EC2107A,Derivative Warrants,,"10,000",,
18155,VT-CLP @EC2102A,Derivative Warrants,,"5,000",,CH0553411007
18158,VTJIANC@EC2102A,Derivative Warrants,,"5,000",,CH0553411015
18159,SGPINAN@EC2012B,Derivative Warrants,,"50,000",,
18164,SGPINAN@EC2102B,Derivative Warrants,,"25,000",,
18165,JPCPAIR@EC2201A,Derivative Warrants,,"5,000",,NL0015114893
18168,GSPINAN@EC2012B,Derivative Warrants,,"50,000",,
18174,JPCSAIR@EC2101A,Derivative Warrants,,"2,000",,NL0015114901
18179,JP-ZTE @EC2101A,Derivative Warrants,,"2,000",,NL0015114919
18185,JP-HEC @EC2101A,Derivative Warrants,,"2,000",,NL0015114885
18189,JPXIAMI@EC2101D,Derivative Warrants,,"2,000",,NL0015114877
18190,GSTENCT@EP2012B,Derivative Warrants,,"10,000",,
18191,VTTENCT@EC2012B,Derivative Warrants,,"10,000",,CH0510633776
18194,GSTENCT@EP2012C,Derivative Warrants,,"10,000",,
18201,GSTENCT@EC2012F,Derivative Warrants,,"10,000",,
18206,GS-BOCL@EC2101A,Derivative Warrants,,"1,000",,
18207,CS-SMIC@EC2101D,Derivative Warrants,,"2,500",,CH0553331239
18213,CS-SMIC@EC2101E,Derivative Warrants,,"2,500",,CH0553331254
18216,CSMTUAN@EC2101E,Derivative Warrants,,"10,000",,CH0553331270
18218,CSINBIO@EC2101B,Derivative Warrants,,"25,000",,CH0553331296
18224,CS-BJEW@EC2010A,Derivative Warrants,,"10,000",,CH0467498256
18225,JPALIBA@EC2104A,Derivative Warrants,,"10,000",,NL0013998867
18228,CSGEELY@EC2101D,Derivative Warrants,,"10,000",,CH0553331312
18229,CSJDCOM@EP2101B,Derivative Warrants,,"5,000",,CH0553331353
18230,CSALIBA@EC2101D,Derivative Warrants,,"10,000",,CH0553331338
18231,UB-HSI @EP2012C,Derivative Warrants,,"10,000",,CH0560363985
18238,UB-HSI @EP2012D,Derivative Warrants,,"10,000",,CH0560364025
18244,GS-HSBC@EC2101A,Derivative Warrants,,"4,000",,
18246,GSTENCT@EC2012G,Derivative Warrants,,"10,000",,
18249,GJ-GEG @EC2011A,Derivative Warrants,,"10,000",,HK0000633393
18257,GJSANDS@EC2012A,Derivative Warrants,,"4,000",,HK0000633401
18263,GJ-AIA @EC2101A,Derivative Warrants,,"2,000",,HK0000633419
18266,MSTENCT@EC2104C,Derivative Warrants,,"10,000",,
18267,MSXIAMI@EC2101D,Derivative Warrants,,"2,000",,
18270,BIHSCEI@EC2010A,Derivative Warrants,,"10,000",,HK0000561123
18271,BIHSCEI@EP2012A,Derivative Warrants,,"10,000",,HK0000561131
18284,BI-SMIC@EC2103B,Derivative Warrants,,"2,500",,HK0000633427
18285,MSJDCOM@EP2101B,Derivative Warrants,,"5,000",,
18310,VT-CNBM@EC2105A,Derivative Warrants,,"10,000",,CH0553411734
18315,VTKSOFT@EC2101B,Derivative Warrants,,"10,000",,CH0553411759
18329,VTMTUAN@EC2102A,Derivative Warrants,,"10,000",,CH0553411775
18332,VTMTUAN@EP2012C,Derivative Warrants,,"10,000",,CH0553411726
18340,VTGEELY@EC2101B,Derivative Warrants,,"10,000",,CH0553411718
18363,VTTENCT@EC2101C,Derivative Warrants,,"10,000",,CH0553411767
18373,VT-CCB @EC2102A,Derivative Warrants,,"1,000",,CH0553411742
18375,UB-BYD @EP2104A,Derivative Warrants,,"2,500",,CH0560363910
18376,UBGEELY@EP2101A,Derivative Warrants,,"10,000",,CH0560363878
18394,UBHSCEI@EC2102A,Derivative Warrants,,"10,000",,CH0560363951
18395,JPALIHI@EC2101A,Derivative Warrants,,"2,000",,NL0015115031
18397,JP-CTWR@EP2112A,Derivative Warrants,,"2,000",,NL0015115049
18399,HT-CGSH@EC2101B,Derivative Warrants,,"10,000",,HK0000633435
18400,HTCPAIR@EC2104A,Derivative Warrants,,"5,000",,HK0000633443
18403,HTZIJIN@EC2101B,Derivative Warrants,,"2,000",,HK0000633450
18404,HTJIANC@EC2102A,Derivative Warrants,,"5,000",,HK0000633468
18406,MB-WXAT@EC2108A,Derivative Warrants,,"10,000",,
18407,MBTENCT@EC2102F,Derivative Warrants,,"5,000",,
18413,MBTENCT@EP2102A,Derivative Warrants,,"5,000",,
18414,MBZHIST@EC2109A,Derivative Warrants,,"1,000",,
18415,GSALIBA@EC2010H,Derivative Warrants,,"5,000",,
18417,GS-ICBC@EC2010A,Derivative Warrants,,"1,000",,
18421,CSSUNRT@EC2101A,Derivative Warrants,,"2,500",,CH0553331494
18433,CS-VITA@EC2101A,Derivative Warrants,,"2,000",,CH0553331502
18435,CS-VIDA@EC2101A,Derivative Warrants,,"10,000",,CH0553331510
18437,CS-CTWR@EC2102A,Derivative Warrants,,"2,000",,CH0553331528
18439,CS-KECL@EC2105A,Derivative Warrants,,"10,000",,CH0553331536
18440,GS-SUNY@EC2012B,Derivative Warrants,,"10,000",,
18442,UBFTA50@EP2011A,Derivative Warrants,,500,,CH0516371447
18448,GJALIBA@EC2101B,Derivative Warrants,,"5,000",,HK0000633765
18450,GJALIBA@EP2101A,Derivative Warrants,,"10,000",,HK0000633773
18458,GSSANDS@EC2012A,Derivative Warrants,,"4,000",,
18465,SGCNOOC@EC2011A,Derivative Warrants,,"5,000",,
18471,MSALIBA@EC2101F,Derivative Warrants,,"5,000",,
18473,MSPINAN@EC2101B,Derivative Warrants,,"5,000",,
18477,MS-CGSH@EC2103A,Derivative Warrants,,"10,000",,
18479,MS-ALS @EC2012A,Derivative Warrants,,"2,500",,
18480,MS-PICC@EC2107A,Derivative Warrants,,"10,000",,
18481,MSPICCG@EC2104A,Derivative Warrants,,"1,000",,
18483,MB-CSC @EC2105A,Derivative Warrants,,"5,000",,
18489,BIALIBA@EC2101C,Derivative Warrants,,"10,000",,HK0000633781
18491,VT-ICBC@EC2102A,Derivative Warrants,,"1,000",,CH0553412013
18492,VT-NCI @EC2102A,Derivative Warrants,,"1,000",,CH0553412104
18493,CS-HSI @EC2012B,Derivative Warrants,,"10,000",,CH0553331668
18494,CS-HSI @EC2101A,Derivative Warrants,,"10,000",,CH0553331676
18495,CS-LINK@EC2112B,Derivative Warrants,,"5,000",,CH0553331684
18496,CS-SPA @EC2101A,Derivative Warrants,,"5,000",,CH0553331692
18500,CS-CGSH@EC2101A,Derivative Warrants,,"1,000",,CH0553331700
18511,CS-NTES@EC2101B,Derivative Warrants,,"10,000",,CH0553331718
18512,JP-GEG @EC2101A,Derivative Warrants,,"1,000",,NL0015115106
18518,SGALIBA@EC2101C,Derivative Warrants,,"10,000",,
18523,GS-AIA @EC2010A,Derivative Warrants,,"2,000",,
18524,GS-BYD @EC2101A,Derivative Warrants,,"25,000",,
18526,GSLENOV@EC2010A,Derivative Warrants,,"2,000",,
18527,GS-CMOB@EP2010A,Derivative Warrants,,"5,000",,
18528,HT-ACMT@EC2101A,Derivative Warrants,,"5,000",,HK0000633799
18538,HTHUAHO@EC2101A,Derivative Warrants,,"10,000",,HK0000633807
18542,HTZHIST@EC2105A,Derivative Warrants,,"1,000",,HK0000633815
18545,MBCITSE@EC2101A,Derivative Warrants,,"2,500",,
18547,MB-CTWR@EC2101A,Derivative Warrants,,"2,000",,
18553,HT-SHKP@EC2011A,Derivative Warrants,,"5,000",,HK0000633823
18555,HTFTA50@EC2102A,Derivative Warrants,,500,,HK0000633831
18556,HT-CNBM@EC2104A,Derivative Warrants,,"10,000",,HK0000633849
18558,MBXIAMI@EC2102E,Derivative Warrants,,"1,000",,
18562,MBMTUAN@EC2102D,Derivative Warrants,,"5,000",,
